Fecha,Mediciones 0 a 8,Mediciones 8 a 16,Mediciones 16 a 24,Estaci√≥n
2020-12-13,26,,,cordoba
2020-12-13,,26,,cordoba
2020-12-13,,,31,cordoba
2020-12-14,25,,,cordoba
2020-12-14,,25,,cordoba
2020-12-14,,,28,cordoba
2020-12-15,28,,,cordoba
2020-12-15,,33,,cordoba
2020-12-15,,,24,cordoba
2020-12-16,23,,,cordoba
2020-12-16,,28,,cordoba
2020-12-16,,,34,cordoba
2020-12-17,24,,,cordoba
2020-12-17,,35,,cordoba
2020-12-17,,,37,cordoba
2020-12-18,32,,,cordoba
2020-12-18,,25,,cordoba
2020-12-18,,,32,cordoba
2020-12-19,25,,,cordoba
2020-12-19,,20,,cordoba
2020-12-19,,,19,cordoba
2020-12-20,13,,,cordoba
2020-12-20,,15,,cordoba
2020-12-20,,,26,cordoba
2020-12-21,25,,,cordoba
2020-12-21,,36,,cordoba
2020-12-21,,,29,cordoba
2020-12-22,18,,,cordoba
2020-12-22,,26,,cordoba
2020-12-22,,,33,cordoba
2020-12-23,21,,,cordoba
2020-12-23,,s/d,,cordoba
2020-12-23,,,36,cordoba
2020-12-24,24,,,cordoba
2020-12-24,,27,,cordoba
2020-12-24,,,24,cordoba
2020-12-25,20,,,cordoba
2020-12-25,,18,,cordoba
2020-12-25,,,23,cordoba
2020-12-26,21,,,cordoba
2020-12-26,,23,,cordoba
2020-12-26,,,25,cordoba
2020-12-27,24,,,cordoba
2020-12-27,,24,,cordoba
2020-12-27,,,30,cordoba
2020-12-28,28,,,cordoba
2020-12-28,,35,,cordoba
2020-12-28,,,35,cordoba
2020-12-29,34,,,cordoba
2020-12-29,,41,,cordoba
2020-12-29,,,54,cordoba
2020-12-30,42,,,cordoba
2020-12-30,,44,,cordoba
2020-12-30,,,41,cordoba
2020-12-31,36,,,cordoba
2020-12-31,,39,,cordoba
2020-12-31,,,38,cordoba
2021-04-01,9,,,parque-centenario
2021-04-01,,11,,parque-centenario
2021-04-01,,,13,parque-centenario
2021-04-02,8,,,parque-centenario
2021-04-02,,7,,parque-centenario
2021-04-02,,,13,parque-centenario
2021-04-03,9,,,parque-centenario
2021-04-03,,10,,parque-centenario
2021-04-03,,,13,parque-centenario
2021-04-04,9,,,parque-centenario
2021-04-04,,8,,parque-centenario
2021-04-04,,,13,parque-centenario
2021-04-05,12,,,parque-centenario
2021-04-05,,19,,parque-centenario
2021-04-05,,,28,parque-centenario
2021-04-06,16,,,parque-centenario
2021-04-06,,20,,parque-centenario
2021-04-06,,,25,parque-centenario
2021-04-07,13,,,parque-centenario
2021-04-07,,16,,parque-centenario
2021-04-07,,,31,parque-centenario
2021-04-08,11,,,parque-centenario
2021-04-08,,23,,parque-centenario
2021-04-08,,,27,parque-centenario
2021-04-09,14,,,parque-centenario
2021-04-09,,25,,parque-centenario
2021-04-09,,,26,parque-centenario
2021-04-10,10,,,parque-centenario
2021-04-10,,14,,parque-centenario
2021-04-10,,,19,parque-centenario
2021-04-11,8,,,parque-centenario
2021-04-11,,6,,parque-centenario
2021-04-11,,,20,parque-centenario
2021-04-12,23,,,parque-centenario
2021-04-12,,30,,parque-centenario
2021-04-12,,,33,parque-centenario
2021-04-13,25,,,parque-centenario
2021-04-13,,33,,parque-centenario
2021-04-13,,,34,parque-centenario
2021-04-14,23,,,parque-centenario
2021-04-14,,16,,parque-centenario
2021-04-14,,,24,parque-centenario
2021-04-15,15,,,parque-centenario
2021-04-15,,26,,parque-centenario
2021-04-15,,,32,parque-centenario
2021-04-16,25,,,parque-centenario
2021-04-16,,34,,parque-centenario
2021-04-16,,,35,parque-centenario
2021-04-17,19,,,parque-centenario
2021-04-17,,16,,parque-centenario
2021-04-17,,,16,parque-centenario
2021-04-18,7,,,parque-centenario
2021-04-18,,8,,parque-centenario
2021-04-18,,,18,parque-centenario
2021-04-19,8,,,parque-centenario
2021-04-19,,12,,parque-centenario
2021-04-19,,,20,parque-centenario
2021-04-20,10,,,parque-centenario
2021-04-20,,15,,parque-centenario
2021-04-20,,,15,parque-centenario
2021-04-21,11,,,parque-centenario
2021-04-21,,13,,parque-centenario
2021-04-21,,,17,parque-centenario
2021-04-22,6,,,parque-centenario
2021-04-22,,13,,parque-centenario
2021-04-22,,,23,parque-centenario
2021-04-23,8,,,parque-centenario
2021-04-23,,17,,parque-centenario
2021-04-23,,,22,parque-centenario
2021-04-24,12,,,parque-centenario
2021-04-24,,16,,parque-centenario
2021-04-24,,,15,parque-centenario
2021-04-25,7,,,parque-centenario
2021-04-25,,9,,parque-centenario
2021-04-25,,,19,parque-centenario
2021-04-26,18,,,parque-centenario
2021-04-26,,25,,parque-centenario
2021-04-26,,,35,parque-centenario
2021-04-27,30,,,parque-centenario
2021-04-27,,28,,parque-centenario
2021-04-27,,,33,parque-centenario
2021-04-28,24,,,parque-centenario
2021-04-28,,31,,parque-centenario
2021-04-28,,,39,parque-centenario
2021-04-29,24,,,parque-centenario
2021-04-29,,31,,parque-centenario
2021-04-29,,,31,parque-centenario
2021-04-30,13,,,parque-centenario
2021-04-30,,19,,parque-centenario
2021-04-30,,,29,parque-centenario
2021-04-01,11,,,cordoba
2021-04-01,,13,,cordoba
2021-04-01,,,13,cordoba
2021-04-02,8,,,cordoba
2021-04-02,,9,,cordoba
2021-04-02,,,13,cordoba
2021-04-03,9,,,cordoba
2021-04-03,,12,,cordoba
2021-04-03,,,14,cordoba
2021-04-04,11,,,cordoba
2021-04-04,,9,,cordoba
2021-04-04,,,12,cordoba
2021-04-05,12,,,cordoba
2021-04-05,,21,,cordoba
2021-04-05,,,21,cordoba
2021-04-06,15,,,cordoba
2021-04-06,,19,,cordoba
2021-04-06,,,17,cordoba
2021-04-07,12,,,cordoba
2021-04-07,,16,,cordoba
2021-04-07,,,23,cordoba
2021-04-08,12,,,cordoba
2021-04-08,,16,,cordoba
2021-04-08,,,27,cordoba
2021-04-09,14,,,cordoba
2021-04-09,,22,,cordoba
2021-04-09,,,21,cordoba
2021-04-10,9,,,cordoba
2021-04-10,,13,,cordoba
2021-04-10,,,15,cordoba
2021-04-11,7,,,cordoba
2021-04-11,,12,,cordoba
2021-04-11,,,20,cordoba
2021-04-12,22,,,cordoba
2021-04-12,,27,,cordoba
2021-04-12,,,22,cordoba
2021-04-13,22,,,cordoba
2021-04-13,,26,,cordoba
2021-04-13,,,27,cordoba
2021-04-14,16,,,cordoba
2021-04-14,,14,,cordoba
2021-04-14,,,22,cordoba
2021-04-15,15,,,cordoba
2021-04-15,,22,,cordoba
2021-04-15,,,29,cordoba
2021-04-16,25,,,cordoba
2021-04-16,,35,,cordoba
2021-04-16,,,29,cordoba
2021-04-17,18,,,cordoba
2021-04-17,,16,,cordoba
2021-04-17,,,16,cordoba
2021-04-18,8,,,cordoba
2021-04-18,,8,,cordoba
2021-04-18,,,15,cordoba
2021-04-19,9,,,cordoba
2021-04-19,,13,,cordoba
2021-04-19,,,16,cordoba
2021-04-20,8,,,cordoba
2021-04-20,,s/d,,cordoba
2021-04-20,,,s/d,cordoba
2021-04-21,s/d,,,cordoba
2021-04-21,,s/d,,cordoba
2021-04-21,,,s/d,cordoba
2021-04-22,s/d,,,cordoba
2021-04-22,,s/d,,cordoba
2021-04-22,,,s/d,cordoba
2021-04-23,s/d,,,cordoba
2021-04-23,,s/d,,cordoba
2021-04-23,,,s/d,cordoba
2021-04-24,s/d,,,cordoba
2021-04-24,,s/d,,cordoba
2021-04-24,,,s/d,cordoba
2021-04-25,s/d,,,cordoba
2021-04-25,,s/d,,cordoba
2021-04-25,,,s/d,cordoba
2021-04-26,s/d,,,cordoba
2021-04-26,,s/d,,cordoba
2021-04-26,,,s/d,cordoba
2021-04-27,s/d,,,cordoba
2021-04-27,,s/d,,cordoba
2021-04-27,,,s/d,cordoba
2021-04-28,s/d,,,cordoba
2021-04-28,,s/d,,cordoba
2021-04-28,,,s/d,cordoba
2021-04-29,s/d,,,cordoba
2021-04-29,,s/d,,cordoba
2021-04-29,,,s/d,cordoba
2021-04-30,s/d,,,cordoba
2021-04-30,,s/d,,cordoba
2021-04-30,,,s/d,cordoba
2023-09-01,15,,,parque-centenario
2023-09-01,,21,,parque-centenario
2023-09-01,,,31,parque-centenario
2023-09-02,22,,,parque-centenario
2023-09-02,,16,,parque-centenario
2023-09-02,,,16,parque-centenario
2023-09-03,13,,,parque-centenario
2023-09-03,,16,,parque-centenario
2023-09-03,,,17,parque-centenario
2023-09-04,14,,,parque-centenario
2023-09-04,,21,,parque-centenario
2023-09-04,,,23,parque-centenario
2023-09-05,17,,,parque-centenario
2023-09-05,,29,,parque-centenario
2023-09-05,,,21,parque-centenario
2023-09-06,12,,,parque-centenario
2023-09-06,,18,,parque-centenario
2023-09-06,,,23,parque-centenario
2023-09-07,15,,,parque-centenario
2023-09-07,,24,,parque-centenario
2023-09-07,,,20,parque-centenario
2023-09-08,15,,,parque-centenario
2023-09-08,,26,,parque-centenario
2023-09-08,,,31,parque-centenario
2023-09-09,28,,,parque-centenario
2023-09-09,,27,,parque-centenario
2023-09-09,,,26,parque-centenario
2023-09-10,16,,,parque-centenario
2023-09-10,,12,,parque-centenario
2023-09-10,,,17,parque-centenario
2023-09-11,14,,,parque-centenario
2023-09-11,,15,,parque-centenario
2023-09-11,,,16,parque-centenario
2023-09-12,15,,,parque-centenario
2023-09-12,,18,,parque-centenario
2023-09-12,,,25,parque-centenario
2023-09-13,26,,,parque-centenario
2023-09-13,,21,,parque-centenario
2023-09-13,,,21,parque-centenario
2023-09-14,16,,,parque-centenario
2023-09-14,,22,,parque-centenario
2023-09-14,,,24,parque-centenario
2023-09-15,12,,,parque-centenario
2023-09-15,,22,,parque-centenario
2023-09-15,,,23,parque-centenario
2023-09-16,11,,,parque-centenario
2023-09-16,,17,,parque-centenario
2023-09-16,,,18,parque-centenario
2023-09-17,16,,,parque-centenario
2023-09-17,,14,,parque-centenario
2023-09-17,,,12,parque-centenario
2023-09-18,12,,,parque-centenario
2023-09-18,,15,,parque-centenario
2023-09-18,,,17,parque-centenario
2023-09-19,16,,,parque-centenario
2023-09-19,,17,,parque-centenario
2023-09-19,,,16,parque-centenario
2023-09-20,13,,,parque-centenario
2023-09-20,,19,,parque-centenario
2023-09-20,,,18,parque-centenario
2023-09-21,13,,,parque-centenario
2023-09-21,,20,,parque-centenario
2023-09-21,,,28,parque-centenario
2023-09-22,18,,,parque-centenario
2023-09-22,,15,,parque-centenario
2023-09-22,,,19,parque-centenario
2023-09-23,11,,,parque-centenario
2023-09-23,,19,,parque-centenario
2023-09-23,,,23,parque-centenario
2023-09-24,20,,,parque-centenario
2023-09-24,,12,,parque-centenario
2023-09-24,,,14,parque-centenario
2023-09-25,16,,,parque-centenario
2023-09-25,,13,,parque-centenario
2023-09-25,,,15,parque-centenario
2023-09-26,12,,,parque-centenario
2023-09-26,,21,,parque-centenario
2023-09-26,,,30,parque-centenario
2023-09-27,25,,,parque-centenario
2023-09-27,,28,,parque-centenario
2023-09-27,,,26,parque-centenario
2023-09-28,12,,,parque-centenario
2023-09-28,,14,,parque-centenario
2023-09-28,,,24,parque-centenario
2023-09-29,25,,,parque-centenario
2023-09-29,,21,,parque-centenario
2023-09-29,,,17,parque-centenario
2023-09-30,13,,,parque-centenario
2023-09-30,,16,,parque-centenario
2023-09-30,,,22,parque-centenario
2023-10-01,29,,,parque-centenario
2023-10-01,,19,,parque-centenario
2023-10-01,,,16,parque-centenario
2023-10-02,9,,,parque-centenario
2023-10-02,,14,,parque-centenario
2023-10-02,,,18,parque-centenario
2023-10-03,12,,,parque-centenario
2023-10-03,,17,,parque-centenario
2023-10-03,,,25,parque-centenario
2023-10-04,12,,,parque-centenario
2023-10-04,,18,,parque-centenario
2023-10-04,,,24,parque-centenario
2023-10-05,27,,,parque-centenario
2023-10-05,,22,,parque-centenario
2023-10-05,,,28,parque-centenario
2023-10-06,21,,,parque-centenario
2023-10-06,,26,,parque-centenario
2023-10-06,,,22,parque-centenario
2023-10-07,23,,,parque-centenario
2023-10-07,,16,,parque-centenario
2023-10-07,,,27,parque-centenario
2023-10-08,17,,,parque-centenario
2023-10-08,,12,,parque-centenario
2023-10-08,,,20,parque-centenario
2023-10-09,14,,,parque-centenario
2023-10-09,,28,,parque-centenario
2023-10-09,,,27,parque-centenario
2023-10-10,11,,,parque-centenario
2023-10-10,,17,,parque-centenario
2023-10-10,,,22,parque-centenario
2023-10-11,10,,,parque-centenario
2023-10-11,,13,,parque-centenario
2023-10-11,,,17,parque-centenario
2023-10-12,18,,,parque-centenario
2023-10-12,,17,,parque-centenario
2023-10-12,,,20,parque-centenario
2023-10-13,17,,,parque-centenario
2023-10-13,,12,,parque-centenario
2023-10-13,,,18,parque-centenario
2023-10-14,12,,,parque-centenario
2023-10-14,,10,,parque-centenario
2023-10-14,,,13,parque-centenario
2023-10-15,7,,,parque-centenario
2023-10-15,,7,,parque-centenario
2023-10-15,,,16,parque-centenario
2023-10-16,11,,,parque-centenario
2023-10-16,,12,,parque-centenario
2023-10-16,,,17,parque-centenario
2023-10-17,9,,,parque-centenario
2023-10-17,,14,,parque-centenario
2023-10-17,,,14,parque-centenario
2023-10-18,18,,,parque-centenario
2023-10-18,,13,,parque-centenario
2023-10-18,,,17,parque-centenario
2023-10-19,9,,,parque-centenario
2023-10-19,,12,,parque-centenario
2023-10-19,,,17,parque-centenario
2023-10-20,10,,,parque-centenario
2023-10-20,,13,,parque-centenario
2023-10-20,,,20,parque-centenario
2023-10-21,12,,,parque-centenario
2023-10-21,,13,,parque-centenario
2023-10-21,,,23,parque-centenario
2023-10-22,10,,,parque-centenario
2023-10-22,,11,,parque-centenario
2023-10-22,,,16,parque-centenario
2023-10-23,11,,,parque-centenario
2023-10-23,,17,,parque-centenario
2023-10-23,,,14,parque-centenario
2023-10-24,8,,,parque-centenario
2023-10-24,,14,,parque-centenario
2023-10-24,,,24,parque-centenario
2023-10-25,13,,,parque-centenario
2023-10-25,,15,,parque-centenario
2023-10-25,,,22,parque-centenario
2023-10-26,14,,,parque-centenario
2023-10-26,,19,,parque-centenario
2023-10-26,,,22,parque-centenario
2023-10-27,12,,,parque-centenario
2023-10-27,,15,,parque-centenario
2023-10-27,,,25,parque-centenario
2023-10-28,15,,,parque-centenario
2023-10-28,,17,,parque-centenario
2023-10-28,,,24,parque-centenario
2023-10-29,14,,,parque-centenario
2023-10-29,,9,,parque-centenario
2023-10-29,,,14,parque-centenario
2023-10-30,8,,,parque-centenario
2023-10-30,,14,,parque-centenario
2023-10-30,,,14,parque-centenario
2023-10-31,11,,,parque-centenario
2023-10-31,,14,,parque-centenario
2023-10-31,,,17,parque-centenario
2023-09-01,s/d,,,cordoba
2023-09-01,,s/d,,cordoba
2023-09-01,,,s/d,cordoba
2023-09-02,s/d,,,cordoba
2023-09-02,,s/d,,cordoba
2023-09-02,,,s/d,cordoba
2023-09-03,s/d,,,cordoba
2023-09-03,,s/d,,cordoba
2023-09-03,,,s/d,cordoba
2023-09-04,s/d,,,cordoba
2023-09-04,,s/d,,cordoba
2023-09-04,,,s/d,cordoba
2023-09-05,s/d,,,cordoba
2023-09-05,,s/d,,cordoba
2023-09-05,,,s/d,cordoba
2023-09-06,s/d,,,cordoba
2023-09-06,,s/d,,cordoba
2023-09-06,,,s/d,cordoba
2023-09-07,s/d,,,cordoba
2023-09-07,,s/d,,cordoba
2023-09-07,,,s/d,cordoba
2023-09-08,s/d,,,cordoba
2023-09-08,,s/d,,cordoba
2023-09-08,,,s/d,cordoba
2023-09-09,s/d,,,cordoba
2023-09-09,,s/d,,cordoba
2023-09-09,,,s/d,cordoba
2023-09-10,s/d,,,cordoba
2023-09-10,,s/d,,cordoba
2023-09-10,,,s/d,cordoba
2023-09-11,s/d,,,cordoba
2023-09-11,,s/d,,cordoba
2023-09-11,,,s/d,cordoba
2023-09-12,s/d,,,cordoba
2023-09-12,,s/d,,cordoba
2023-09-12,,,s/d,cordoba
2023-09-13,s/d,,,cordoba
2023-09-13,,s/d,,cordoba
2023-09-13,,,s/d,cordoba
2023-09-14,s/d,,,cordoba
2023-09-14,,s/d,,cordoba
2023-09-14,,,20,cordoba
2023-09-15,10,,,cordoba
2023-09-15,,16,,cordoba
2023-09-15,,,19,cordoba
2023-09-16,9,,,cordoba
2023-09-16,,19,,cordoba
2023-09-16,,,26,cordoba
2023-09-17,15,,,cordoba
2023-09-17,,17,,cordoba
2023-09-17,,,20,cordoba
2023-09-18,18,,,cordoba
2023-09-18,,27,,cordoba
2023-09-18,,,21,cordoba
2023-09-19,22,,,cordoba
2023-09-19,,19,,cordoba
2023-09-19,,,16,cordoba
2023-09-20,12,,,cordoba
2023-09-20,,22,,cordoba
2023-09-20,,,19,cordoba
2023-09-21,17,,,cordoba
2023-09-21,,25,,cordoba
2023-09-21,,,34,cordoba
2023-09-22,21,,,cordoba
2023-09-22,,20,,cordoba
2023-09-22,,,21,cordoba
2023-09-23,10,,,cordoba
2023-09-23,,19,,cordoba
2023-09-23,,,23,cordoba
2023-09-24,23,,,cordoba
2023-09-24,,15,,cordoba
2023-09-24,,,14,cordoba
2023-09-25,13,,,cordoba
2023-09-25,,17,,cordoba
2023-09-25,,,15,cordoba
2023-09-26,10,,,cordoba
2023-09-26,,26,,cordoba
2023-09-26,,,34,cordoba
2023-09-27,31,,,cordoba
2023-09-27,,32,,cordoba
2023-09-27,,,25,cordoba
2023-09-28,11,,,cordoba
2023-09-28,,12,,cordoba
2023-09-28,,,27,cordoba
2023-09-29,21,,,cordoba
2023-09-29,,33,,cordoba
2023-09-29,,,27,cordoba
2023-09-30,18,,,cordoba
2023-09-30,,19,,cordoba
2023-09-30,,,30,cordoba
2023-10-01,33,,,cordoba
2023-10-01,,19,,cordoba
2023-10-01,,,21,cordoba
2023-10-02,13,,,cordoba
2023-10-02,,18,,cordoba
2023-10-02,,,21,cordoba
2023-10-03,13,,,cordoba
2023-10-03,,21,,cordoba
2023-10-03,,,29,cordoba
2023-10-04,16,,,cordoba
2023-10-04,,25,,cordoba
2023-10-04,,,30,cordoba
2023-10-05,29,,,cordoba
2023-10-05,,22,,cordoba
2023-10-05,,,25,cordoba
2023-10-06,23,,,cordoba
2023-10-06,,35,,cordoba
2023-10-06,,,33,cordoba
2023-10-07,31,,,cordoba
2023-10-07,,17,,cordoba
2023-10-07,,,29,cordoba
2023-10-08,10,,,cordoba
2023-10-08,,8,,cordoba
2023-10-08,,,16,cordoba
2023-10-09,15,,,cordoba
2023-10-09,,26,,cordoba
2023-10-09,,,21,cordoba
2023-10-10,8,,,cordoba
2023-10-10,,12,,cordoba
2023-10-10,,,27,cordoba
2023-10-11,16,,,cordoba
2023-10-11,,27,,cordoba
2023-10-11,,,27,cordoba
2023-10-12,22,,,cordoba
2023-10-12,,27,,cordoba
2023-10-12,,,23,cordoba
2023-10-13,13,,,cordoba
2023-10-13,,8,,cordoba
2023-10-13,,,18,cordoba
2023-10-14,9,,,cordoba
2023-10-14,,9,,cordoba
2023-10-14,,,15,cordoba
2023-10-15,7,,,cordoba
2023-10-15,,7,,cordoba
2023-10-15,,,15,cordoba
2023-10-16,12,,,cordoba
2023-10-16,,15,,cordoba
2023-10-16,,,19,cordoba
2023-10-17,15,,,cordoba
2023-10-17,,25,,cordoba
2023-10-17,,,19,cordoba
2023-10-18,15,,,cordoba
2023-10-18,,19,,cordoba
2023-10-18,,,20,cordoba
2023-10-19,8,,,cordoba
2023-10-19,,18,,cordoba
2023-10-19,,,18,cordoba
2023-10-20,11,,,cordoba
2023-10-20,,20,,cordoba
2023-10-20,,,21,cordoba
2023-10-21,13,,,cordoba
2023-10-21,,12,,cordoba
2023-10-21,,,21,cordoba
2023-10-22,14,,,cordoba
2023-10-22,,11,,cordoba
2023-10-22,,,17,cordoba
2023-10-23,16,,,cordoba
2023-10-23,,26,,cordoba
2023-10-23,,,23,cordoba
2023-10-24,15,,,cordoba
2023-10-24,,25,,cordoba
2023-10-24,,,24,cordoba
2023-10-25,20,,,cordoba
2023-10-25,,28,,cordoba
2023-10-25,,,28,cordoba
2023-10-26,13,,,cordoba
2023-10-26,,16,,cordoba
2023-10-26,,,23,cordoba
2023-10-27,8,,,cordoba
2023-10-27,,14,,cordoba
2023-10-27,,,27,cordoba
2023-10-28,15,,,cordoba
2023-10-28,,21,,cordoba
2023-10-28,,,32,cordoba
2023-10-29,13,,,cordoba
2023-10-29,,12,,cordoba
2023-10-29,,,15,cordoba
2023-10-30,12,,,cordoba
2023-10-30,,25,,cordoba
2023-10-30,,,20,cordoba
2023-10-31,16,,,cordoba
2023-10-31,,17,,cordoba
2023-10-31,,,17,cordoba
